,P_WOM_U,P_MARKETING_U,P_EXPERIENCE_U,P_SHARE,V_WOM_U,V_MARKETING_U,V_EXPERIENCE_U,V_SHARE
173,0.5453530597943615,0.7834176808521509,0.5621370857196573,0.5605,0.6071507996385029,0.7743839911828829,0.6522182805790041,0.645
174,0.5471288471421126,0.7834176808521509,0.5625998216177935,0.567,0.6093458639926976,0.7743839911828829,0.6507887747517194,0.665
175,0.5499669192504969,0.7834176808521509,0.5625585955842546,0.563,0.61721582791603,0.7743839911828829,0.6546235413822531,0.615
176,0.5505212144257495,0.7834176808521509,0.562883909513676,0.564,0.616838874577245,0.7743839911828829,0.6495688766730399,0.695
177,0.5527460812049161,0.7834176808521509,0.5630725315056148,0.5545,0.6160731151179589,0.7743839911828829,0.6443687878586539,0.675
178,0.5533201209377052,0.7834176808521509,0.5632788604720159,0.564,0.6153901788273506,0.7743839911828829,0.6446309381770194,0.63
179,0.5555899651417354,0.7834176808521509,0.5633821471975332,0.563,0.61798397526106,0.7743839911828829,0.6427444014371586,0.63
180,0.5573444962664873,0.7834176808521509,0.5632836718719012,0.5665,0.6182490737963287,0.7743839911828829,0.6463573516527629,0.59
181,0.5578896106107758,0.7834176808521509,0.5635695880835125,0.5745,0.6193255762437339,0.7743839911828829,0.6436019614653332,0.67
182,0.5594497345330162,0.7834176808521509,0.5632860563739979,0.581,0.6172135895530234,0.7743839911828829,0.640895115486234,0.635
183,0.5609286217831595,0.7834176808521509,0.5635429215060553,0.5695,0.6169001271260135,0.7743839911828829,0.6383709635170889,0.645
184,0.5625429844403252,0.7834176808521509,0.5636758772027634,0.5755,0.6209696322027948,0.7743839911828829,0.6370068185607682,0.61
185,0.5637508622081445,0.7834176808521509,0.5635159948152375,0.5735,0.6227204398902697,0.7743839911828829,0.6389287875968428,0.615
186,0.5644993378122435,0.7834176808521509,0.5633016172218296,0.571,0.6242042317477503,0.7743839911828829,0.6400541285532898,0.585
187,0.5652436610127107,0.7834176808521509,0.5632400157448485,0.5655,0.6265314584053708,0.7743839911828829,0.639742557650299,0.625
188,0.5671582210000512,0.7834176808521509,0.5631631679274289,0.567,0.624457073510085,0.7743839911828829,0.6419622414867913,0.595
189,0.5673942274868329,0.7834176808521509,0.563207168944471,0.577,0.6242418843926734,0.7743839911828829,0.6462547831325121,0.615
190,0.5693115786789629,0.7834176808521509,0.5632045030120959,0.576,0.6262638144651809,0.7743839911828829,0.6443174387518795,0.68
191,0.5694651243609777,0.7834176808521509,0.5630864295665012,0.5615,0.6264685183667851,0.7743839911828829,0.6431037485035616,0.645
192,0.5699020556076071,0.7834176808521509,0.5631012156032306,0.5645,0.630163473527614,0.7743839911828829,0.6441937002392499,0.64
193,0.5711377073827091,0.7834176808521509,0.5630053825773332,0.5675,0.6316027238101791,0.7743839911828829,0.6422590358834204,0.63
194,0.5706847485789074,0.7834176808521509,0.5630420247571661,0.581,0.6313863034560239,0.7743839911828829,0.6489660109079943,0.595
195,0.5704982348174159,0.7834176808521509,0.5631739383187324,0.572,0.6322653806398508,0.7743839911828829,0.6492964852381004,0.67
196,0.5709727185000503,0.7834176808521509,0.5631642925819075,0.5845,0.6332693834581921,0.7743839911828829,0.653914050395494,0.63
197,0.5723883768100021,0.7834176808521509,0.5630458551405552,0.5735,0.6369555422133552,0.7743839911828829,0.6500319429299397,0.645
198,0.5728546725981181,0.7834176808521509,0.5629768052480775,0.578,0.6387232928599755,0.7743839911828829,0.6530412890099728,0.605
199,0.5741276335917015,0.7834176808521509,0.5632321015599996,0.577,0.640130181718671,0.7743839911828829,0.6471109957645855,0.695
