,Unnamed: 0,origin,destination,treq,tarr,ttrav,origin_x,origin_y,destination_x,destination_y,success,n_itineraries,duration,walkDistance,transfers,transitTime,waitingTime,modes,dist
13756,13878,1891818871,46289728,2020-10-27 17:30:00,1900-01-01 18:01:00,0 days 00:31:00,4.8277167,52.3619011,4.9029557,52.3495935,True,3.0,2418.0,869.9705263089963,1.0,1533.0,188.0,"[['WALK', 445, 550], ['TRAM', 1247, 5444], ['WALK', 149, 195], ['TRAM', 286, 1100], ['WALK', 103, 123]]",7033
13772,13894,46290738,46401999,2020-10-27 17:12:00,1900-01-01 17:58:00,0 days 00:46:00,4.899268,52.3499119,4.7957908,52.3748502,True,3.0,2837.0,1086.07300751386,2.0,1926.0,60.0,"[['WALK', 352, 450], ['TRAM', 448, 1923], ['WALK', 121, 157], ['SUBWAY', 813, 8227], ['WALK', 138, 180], ['BUS', 665, 3678], ['WALK', 240, 297]]",9600
13786,13908,46246204,46286155,2020-10-27 17:55:00,1900-01-01 18:14:00,0 days 00:19:00,4.9411738,52.3397336,4.8961405,52.3486863,True,3.0,1855.0,1203.631180442345,1.0,780.0,110.0,"[['WALK', 220, 272], ['BUS', 264, 1670], ['WALK', 109, 141], ['BUS', 516, 2618], ['WALK', 636, 789]]",4388
13791,13913,46292444,46565946,2020-10-27 17:34:00,1900-01-01 18:29:00,0 days 00:55:00,4.8972359,52.3502563,4.9086004,52.4200973,True,3.0,1940.0,1058.4964887138835,1.0,935.0,161.0,"[['WALK', 651, 806], ['SUBWAY', 635, 6658], ['WALK', 171, 223], ['BUS', 300, 2640], ['WALK', 22, 28]]",13618
13844,13966,46571314,46293003,2020-10-27 17:46:00,1900-01-01 18:01:00,0 days 00:15:00,4.95271,52.42229,4.8981158,52.350375,True,3.0,1815.0,1044.129218035845,1.0,830.0,144.0,"[['WALK', 41, 40], ['BUS', 240, 2808], ['WALK', 158, 207], ['SUBWAY', 590, 6490], ['WALK', 642, 796]]",10011
13854,13976,46297343,7393048373,2020-10-27 17:03:00,1900-01-01 17:36:00,0 days 00:33:00,4.8947422,52.3513197,4.9069408,52.3987226,True,3.0,1507.0,637.8996390894956,1.0,742.0,245.0,"[['WALK', 424, 525], ['SUBWAY', 445, 4798], ['WALK', 37, 45], ['BUS', 297, 1906], ['WALK', 59, 66]]",7720
13864,13986,46391814,46292444,2020-10-27 17:23:00,1900-01-01 18:01:00,0 days 00:38:00,4.8096965,52.3726817,4.8972359,52.3502563,True,3.0,3031.0,1202.571481187117,1.0,1839.0,209.0,"[['WALK', 469, 564], ['TRAM', 1026, 4476], ['WALK', 51, 64], ['TRAM', 813, 3037], ['WALK', 463, 572]]",8307
13886,14008,3492931999,6653128667,2020-10-27 17:46:00,1900-01-01 18:04:00,0 days 00:18:00,4.8980842,52.3523885,4.8589506,52.3453288,True,3.0,1097.0,462.48777443093473,1.0,696.0,27.0,"[['WALK', 304, 387], ['TRAM', 172, 839], ['TRAM', 524, 2105], ['WALK', 70, 75]]",3252
13899,14021,46289066,7638635972,2020-10-27 17:05:00,1900-01-01 17:20:00,0 days 00:15:00,4.895837,52.3494288,4.8403505,52.3859099,True,3.0,2464.0,972.88396991552,1.0,1468.0,212.0,"[['WALK', 425, 529], ['TRAM', 779, 3011], ['WALK', 48, 60], ['TRAM', 689, 2851], ['WALK', 311, 382]]",6566
13906,14028,46310873,413562329,2020-10-27 17:10:00,1900-01-01 17:28:00,0 days 00:18:00,4.893679,52.3544948,4.7589916,52.3838134,True,3.0,2012.0,1032.6881202943591,1.0,906.0,290.0,"[['WALK', 218, 282], ['SUBWAY', 306, 2953], ['WALK', 131, 171], ['RAIL', 600, 10306], ['WALK', 467, 578]]",12296
13912,14034,413562329,46303700,2020-10-27 17:47:00,1900-01-01 18:04:00,0 days 00:17:00,4.7589916,52.3838134,4.8989978,52.352888,True,3.0,2279.0,1482.0332857025307,1.0,959.0,137.0,"[['WALK', 469, 579], ['RAIL', 660, 10307], ['WALK', 156, 204], ['SUBWAY', 299, 2962], ['WALK', 558, 697]]",12108
13917,14039,46289017,46521752,2020-10-27 17:26:00,1900-01-01 17:42:00,0 days 00:16:00,4.9013365,52.3494214,4.8955447,52.4055872,True,3.0,2427.0,1662.840405998504,1.0,847.0,245.0,"[['WALK', 927, 1160], ['SUBWAY', 445, 4798], ['WALK', 37, 45], ['BUS', 402, 2680], ['WALK', 371, 455]]",8730
13918,14040,46292444,1340974897,2020-10-27 17:01:00,1900-01-01 17:27:00,0 days 00:26:00,4.8972359,52.3502563,4.8713605,52.4204328,True,3.0,3105.0,2099.4687744244816,1.0,1201.0,245.0,"[['WALK', 651, 806], ['SUBWAY', 445, 4798], ['WALK', 37, 45], ['BUS', 756, 4807], ['WALK', 971, 1247]]",10830
13922,14044,3492931999,5420805372,2020-10-27 17:54:00,1900-01-01 18:09:00,0 days 00:15:00,4.8980842,52.3523885,4.9621946,52.3891742,True,3.0,2228.0,1150.992639091109,1.0,1086.0,236.0,"[['WALK', 519, 658], ['SUBWAY', 635, 6658], ['WALK', 156, 203], ['BUS', 451, 2462], ['WALK', 231, 288]]",9474
13927,14050,46296981,46380540,2020-10-27 17:06:00,1900-01-01 17:27:00,0 days 00:21:00,4.9090809,52.3512494,4.855531,52.3703513,True,3.0,2062.0,994.9947443561352,1.0,1185.0,92.0,"[['WALK', 670, 857], ['TRAM', 881, 3506], ['WALK', 48, 60], ['TRAM', 304, 1110], ['WALK', 67, 77]]",5457
13933,14056,46571314,46298145,2020-10-27 17:06:00,1900-01-01 18:01:00,0 days 00:55:00,4.95271,52.42229,4.9022516,52.3515461,True,3.0,1860.0,386.4044060114106,2.0,1344.0,204.0,"[['WALK', 41, 40], ['BUS', 240, 2826], ['WALK', 171, 223], ['SUBWAY', 377, 4523], ['WALK', 30, 36], ['TRAM', 727, 2261], ['WALK', 70, 85]]",9742
13935,14058,2821156677,46296111,2020-10-27 17:23:00,1900-01-01 18:01:00,0 days 00:38:00,4.8118093,52.373173,4.9024729,52.3509809,True,3.0,3128.0,1202.5498195350672,1.0,1940.0,209.0,"[['WALK', 505, 610], ['TRAM', 1026, 4476], ['WALK', 51, 64], ['TRAM', 914, 3517], ['WALK', 423, 527]]",8510
13941,14064,529002947,46562099,2020-10-27 17:54:00,1900-01-01 18:02:00,0 days 00:08:00,4.9244148,52.3515742,4.9123483,52.4186834,True,3.0,2970.0,1038.9040225512597,1.0,2010.0,143.0,"[['WALK', 144, 173], ['BUS', 1822, 11207], ['WALK', 159, 207], ['BUS', 188, 1870], ['WALK', 514, 657]]",10731
13964,14087,6721680607,46301374,2020-10-27 17:06:00,1900-01-01 18:01:00,0 days 00:55:00,4.9532654,52.4217992,4.9010777,52.3523859,True,3.0,1959.0,1241.8061578814056,1.0,830.0,131.0,"[['WALK', 98, 110], ['BUS', 240, 2826], ['WALK', 171, 223], ['SUBWAY', 590, 6376], ['WALK', 729, 907]]",9540
13975,14098,46571314,46319842,2020-10-27 17:58:00,1900-01-01 18:26:00,0 days 00:28:00,4.95271,52.42229,4.8951916,52.3564136,True,3.0,2029.0,878.0889473626469,1.0,830.0,504.0,"[['WALK', 41, 40], ['BUS', 240, 2808], ['WALK', 158, 207], ['SUBWAY', 590, 6490], ['WALK', 496, 630]]",9669
14002,14125,2768560412,46318496,2020-10-27 17:11:00,1900-01-01 17:31:00,0 days 00:20:00,4.9137013,52.4180639,4.9030298,52.3561737,True,3.0,2257.0,1257.9010300667333,2.0,1206.0,60.0,"[['WALK', 564, 716], ['BUS', 482, 1922], ['WALK', 158, 207], ['SUBWAY', 590, 6490], ['WALK', 34, 41], ['TRAM', 134, 723], ['WALK', 235, 292]]",8701
14003,14126,46299414,46565946,2020-10-27 17:41:00,1900-01-01 17:56:00,0 days 00:15:00,4.9048137,52.3519117,4.9086004,52.4200973,True,3.0,2004.0,975.651759395148,2.0,1156.0,83.0,"[['WALK', 421, 525], ['TRAM', 161, 869], ['WALK', 151, 197], ['SUBWAY', 635, 6658], ['WALK', 171, 223], ['BUS', 360, 2640], ['WALK', 22, 28]]",12726
14012,14135,46321276,46560239,2020-10-27 17:30:00,1900-01-01 17:45:00,0 days 00:15:00,4.9026,52.35679,4.9131617,52.4181852,True,3.0,2391.0,1732.1071804455728,1.0,890.0,161.0,"[['WALK', 716, 928], ['SUBWAY', 635, 6658], ['WALK', 171, 223], ['BUS', 255, 1870], ['WALK', 453, 580]]",9177
14025,14148,46290739,3188892053,2020-10-27 17:04:00,1900-01-01 17:13:00,0 days 00:09:00,4.9084367,52.349908,4.9049722,52.3783546,True,3.0,1846.0,776.9737593903079,0.0,1207.0,2.0,"[['WALK', 279, 353], ['TRAM', 1207, 4010], ['WALK', 358, 422]]",3809
14039,14162,5726150215,6932152173,2020-10-27 17:43:00,1900-01-01 18:19:00,0 days 00:36:00,4.9336008,52.3573314,4.8562364,52.3524231,True,3.0,2346.0,650.0914661577834,1.0,1670.0,140.0,"[['WALK', 429, 532], ['TRAM', 1002, 4196], ['TRAM', 668, 2520], ['WALK', 107, 117]]",6936
14048,14171,46500859,46320807,2020-10-27 17:00:00,1900-01-01 17:13:00,0 days 00:13:00,4.9542415,52.3986974,4.9047225,52.3567007,True,3.0,1780.0,770.7307669122348,2.0,985.0,178.0,"[['WALK', 90, 111], ['BUS', 261, 1626], ['WALK', 160, 209], ['SUBWAY', 590, 6490], ['WALK', 34, 41], ['TRAM', 134, 723], ['WALK', 333, 408]]",8092
14053,14176,46278428,7026677592,2020-10-27 17:49:00,1900-01-01 18:01:00,0 days 00:12:00,4.9585426,52.3465101,4.9030312,52.3521644,True,3.0,2555.0,2562.123263143205,0.0,525.0,2.0,"[['WALK', 1483, 1874], ['BUS', 525, 2786], ['WALK', 545, 686]]",9095
14062,14185,46202515,46370083,2020-10-27 17:20:00,1900-01-01 17:47:00,0 days 00:27:00,4.8677194,52.3307388,4.9445783,52.368205,True,3.0,2653.0,712.1977443545217,1.0,1994.0,86.0,"[['WALK', 263, 321], ['TRAM', 374, 2064], ['BUS', 1620, 7346], ['WALK', 310, 390]]",9071
14072,14195,46317676,46349967,2020-10-27 17:12:00,1900-01-01 17:51:00,0 days 00:39:00,4.9050105,52.3560359,4.7978381,52.363234,True,3.0,2954.0,1101.7822105187583,1.0,2045.0,26.0,"[['WALK', 201, 259], ['TRAM', 760, 3086], ['WALK', 38, 47], ['TRAM', 1285, 6235], ['WALK', 644, 794]]",8712
14079,14202,7026677595,1759471271,2020-10-27 17:21:00,1900-01-01 17:48:00,0 days 00:27:00,4.9032142,52.3516849,4.8029721,52.3920255,True,3.0,2786.0,1098.6880375902729,2.0,1782.0,149.0,"[['WALK', 14, 18], ['TRAM', 511, 2207], ['WALK', 121, 157], ['SUBWAY', 911, 9277], ['WALK', 205, 269], ['BUS', 360, 3343], ['WALK', 515, 653]]",9981
14082,14205,46571314,46299415,2020-10-27 17:48:00,1900-01-01 18:01:00,0 days 00:13:00,4.95271,52.42229,4.9057028,52.3518687,True,3.0,1831.0,487.9291578910856,2.0,1344.0,97.0,"[['WALK', 41, 40], ['BUS', 240, 2808], ['WALK', 158, 207], ['SUBWAY', 377, 4636], ['WALK', 30, 36], ['TRAM', 727, 2261], ['WALK', 161, 203]]",9743
14116,14240,46400295,46305209,2020-10-27 17:49:00,1900-01-01 18:01:00,0 days 00:12:00,4.8773275,52.3745336,4.9076166,52.3531964,True,3.0,1816.0,1373.6482706667446,0.0,697.0,2.0,"[['WALK', 287, 341], ['TRAM', 697, 2480], ['WALK', 830, 1032]]",4224
14118,14242,1993569271,46314956,2020-10-27 17:18:00,1900-01-01 18:01:00,0 days 00:43:00,4.793775,52.3483482,4.9055249,52.3553948,True,3.0,2603.0,1193.4059548748933,0.0,1617.0,2.0,"[['WALK', 371, 444], ['TRAM', 1617, 7924], ['WALK', 613, 748]]",8545
14120,14244,46315331,6932957826,2020-10-27 17:48:00,1900-01-01 18:01:00,0 days 00:13:00,4.801844,52.3553933,4.9002392,52.3560879,True,3.0,2229.0,847.0143458553573,0.0,1535.0,2.0,"[['WALK', 305, 365], ['TRAM', 1535, 7393], ['WALK', 387, 481]]",7723
14145,14269,7026677616,413562329,2020-10-27 17:50:00,1900-01-01 18:07:00,0 days 00:17:00,4.9023751,52.353463,4.7589916,52.3838134,True,3.0,2439.0,952.713165408172,1.0,1560.0,125.0,"[['WALK', 110, 142], ['TRAM', 960, 3329], ['WALK', 177, 231], ['RAIL', 600, 10306], ['WALK', 467, 578]]",12144
14147,14271,2298641931,46296981,2020-10-27 17:36:00,1900-01-01 18:01:00,0 days 00:25:00,4.8721254,52.3748257,4.9090809,52.3512494,True,3.0,1777.0,956.324248112258,0.0,1007.0,2.0,"[['WALK', 69, 63], ['TRAM', 1007, 3968], ['WALK', 699, 892]]",4371
14151,14275,46288638,46338305,2020-10-27 17:07:00,1900-01-01 17:12:00,0 days 00:05:00,4.9050714,52.3494152,4.7986376,52.3605932,True,3.0,2338.0,866.8450902211724,2.0,1486.0,163.0,"[['WALK', 68, 81], ['TRAM', 448, 1923], ['WALK', 121, 157], ['SUBWAY', 550, 5762], ['WALK', 192, 251], ['TRAM', 488, 2870], ['WALK', 308, 376]]",8745
14171,14295,7026677595,46565946,2020-10-27 17:19:00,1900-01-01 17:34:00,0 days 00:15:00,4.9032142,52.3516849,4.9086004,52.4200973,True,3.0,2064.0,415.649,2.0,1517.0,228.0,"[['WALK', 19, 24], ['TRAM', 743, 2357], ['WALK', 107, 139], ['SUBWAY', 414, 4799], ['WALK', 171, 223], ['BUS', 360, 2640], ['WALK', 22, 28]]",12742
14176,14300,46323920,46566460,2020-10-27 17:07:00,1900-01-01 17:22:00,0 days 00:15:00,4.90222,52.35741,4.908004,52.4205859,True,3.0,2167.0,1304.744947365874,1.0,995.0,161.0,"[['WALK', 764, 993], ['SUBWAY', 635, 6658], ['WALK', 171, 223], ['BUS', 360, 2640], ['WALK', 76, 88]]",10169
14203,14327,46410499,46294029,2020-10-27 17:53:00,1900-01-01 18:01:00,0 days 00:08:00,4.8995756,52.376746,4.9045915,52.3506078,True,3.0,1457.0,510.6035037528965,0.0,1027.0,2.0,"[['WALK', 258, 293], ['TRAM', 1027, 3474], ['WALK', 170, 216]]",3975
14204,14328,46299415,46445852,2020-10-27 17:22:00,1900-01-01 17:37:00,0 days 00:15:00,4.9057028,52.3518687,4.8596472,52.3842798,True,3.0,2610.0,1463.2504511171564,0.0,1439.0,2.0,"[['WALK', 477, 590], ['TRAM', 1439, 5831], ['WALK', 692, 872]]",6358
14213,14337,46278428,46295155,2020-10-27 17:49:00,1900-01-01 18:01:00,0 days 00:12:00,4.9585426,52.3465101,4.9063835,52.3508467,True,3.0,2343.0,2441.749135314012,0.0,346.0,2.0,"[['WALK', 858, 1049], ['BUS', 346, 2685], ['WALK', 1137, 1391]]",9278
14216,14340,46301664,46408934,2020-10-27 17:23:00,1900-01-01 17:36:00,0 days 00:13:00,4.9045295,52.3524444,4.8909896,52.3763571,True,3.0,1461.0,730.3191202895188,0.0,850.0,2.0,"[['WALK', 147, 185], ['TRAM', 850, 2981], ['WALK', 462, 544]]",3990
14218,14342,7026677592,413562329,2020-10-27 17:08:00,1900-01-01 17:25:00,0 days 00:17:00,4.9030312,52.3521644,4.7589916,52.3838134,True,3.0,2672.0,889.3867969870346,1.0,1721.0,245.0,"[['WALK', 62, 78], ['TRAM', 1121, 3702], ['WALK', 177, 231], ['RAIL', 600, 10306], ['WALK', 467, 578]]",12296
14233,14357,46301759,46328546,2020-10-27 17:22:00,1900-01-01 17:32:00,0 days 00:10:00,4.9082712,52.3524295,4.8773927,52.3584742,True,3.0,1202.0,912.9839699171334,0.0,470.0,2.0,"[['WALK', 562, 715], ['TRAM', 470, 2092], ['WALK', 168, 197]]",2838
14249,14373,46295944,46339710,2020-10-27 17:35:00,1900-01-01 17:48:00,0 days 00:13:00,4.9062316,52.3509478,4.8260979,52.3609197,True,3.0,2158.0,984.921195484585,1.0,1350.0,34.0,"[['WALK', 231, 297], ['TRAM', 228, 834], ['WALK', 168, 219], ['TRAM', 1122, 5282], ['WALK', 375, 467]]",7035
14256,14380,46278428,46288638,2020-10-27 17:02:00,1900-01-01 17:14:00,0 days 00:12:00,4.9585426,52.3465101,4.9050714,52.3494152,True,3.0,1880.0,1608.270684193628,1.0,547.0,26.0,"[['WALK', 858, 1049], ['BUS', 119, 1169], ['WALK', 112, 145], ['BUS', 428, 2233], ['WALK', 337, 413]]",9494
14275,14399,46347631,295677789,2020-10-27 17:25:00,1900-01-01 17:45:00,0 days 00:20:00,4.8302408,52.3627163,4.9041999,52.349291,True,3.0,2005.0,719.4293383398843,1.0,1206.0,218.0,"[['WALK', 401, 485], ['SUBWAY', 671, 6560], ['WALK', 135, 176], ['TRAM', 535, 1873], ['WALK', 45, 57]]",6650
14277,14401,46322104,3297544686,2020-10-27 17:48:00,1900-01-01 18:01:00,0 days 00:13:00,4.8153496,52.3569185,4.9031147,52.3553661,True,3.0,2310.0,1157.6210150261063,0.0,1369.0,2.0,"[['WALK', 384, 476], ['TRAM', 1369, 6528], ['WALK', 555, 680]]",6912
14296,14421,46317180,46304986,2020-10-27 17:31:00,1900-01-01 17:53:00,0 days 00:22:00,4.9147224,52.3558585,4.853352,52.3531232,True,3.0,2070.0,839.6610902195592,1.0,1100.0,294.0,"[['WALK', 248, 305], ['TRAM', 672, 2991], ['WALK', 77, 98], ['TRAM', 428, 1713], ['WALK', 351, 435]]",5158
14308,14433,7213967683,46358665,2020-10-27 17:47:00,1900-01-01 18:17:00,0 days 00:30:00,4.8566575,52.3515775,4.9366382,52.3656034,True,3.0,2414.0,773.1546315724091,1.0,1567.0,226.0,"[['WALK', 46, 55], ['TRAM', 417, 1843], ['WALK', 90, 115], ['TRAM', 1150, 4893], ['WALK', 485, 601]]",6475
14312,14437,3307341839,3307341843,2020-10-27 17:56:00,1900-01-01 18:01:00,0 days 00:05:00,4.8583001,52.3500634,4.8699303,52.353026,True,3.0,392.0,164.3572556341849,0.0,240.0,2.0,"[['WALK', 118, 127], ['BUS', 240, 957], ['WALK', 32, 36]]",860
14320,14445,566457236,5213163639,2020-10-27 17:26:00,1900-01-01 18:21:00,0 days 00:55:00,4.8579933,52.349756,4.8857574,52.409005,True,3.0,2965.0,1215.9677293090542,2.0,1723.0,249.0,"[['WALK', 154, 166], ['BUS', 398, 1983], ['WALK', 228, 300], ['SUBWAY', 710, 7595], ['WALK', 37, 45], ['BUS', 615, 3947], ['WALK', 574, 702]]",10949
14335,14460,46299601,46488035,2020-10-27 17:34:00,1900-01-01 17:51:00,0 days 00:17:00,4.8626968,52.3519665,4.9313868,52.3944952,True,3.0,2423.0,813.6301654081723,2.0,1337.0,441.0,"[['WALK', 172, 204], ['TRAM', 891, 3080], ['WALK', 235, 308], ['SUBWAY', 224, 2940], ['WALK', 71, 90], ['BUS', 222, 1282], ['WALK', 167, 209]]",9435
14351,14476,6931587815,435311032,2020-10-27 17:06:00,1900-01-01 17:52:00,0 days 00:46:00,4.8535092,52.350804,4.92173,52.3988576,True,3.0,3066.0,1782.671518787069,1.0,1294.0,368.0,"[['WALK', 138, 178], ['TRAM', 1070, 3621], ['WALK', 235, 308], ['SUBWAY', 224, 2940], ['WALK', 1031, 1295]]",9857
14352,14477,7223657265,46295371,2020-10-27 17:26:00,1900-01-01 17:50:00,0 days 00:24:00,4.8630568,52.3513279,4.9016165,52.3508622,True,3.0,1739.0,983.517240591945,1.0,780.0,166.0,"[['WALK', 231, 280], ['TRAM', 282, 1302], ['WALK', 90, 115], ['TRAM', 498, 1983], ['WALK', 472, 586]]",3525
14365,14490,46310176,46478546,2020-10-27 17:02:00,1900-01-01 17:43:00,0 days 00:41:00,4.8573477,52.3544201,4.9125419,52.391855,True,3.0,2806.0,1224.3479999887063,1.0,1800.0,12.0,"[['WALK', 622, 758], ['TRAM', 1320, 4744], ['WALK', 230, 302], ['BUS', 480, 4844], ['WALK', 142, 162]]",9298
14403,14528,299709594,46294765,2020-10-27 17:14:00,1900-01-01 17:53:00,0 days 00:39:00,4.8527088,52.3509906,4.9235878,52.3507609,True,3.0,2286.0,1021.7669248017064,1.0,1437.0,18.0,"[['WALK', 194, 245], ['TRAM', 417, 1843], ['WALK', 62, 78], ['TRAM', 1020, 3803], ['WALK', 575, 697]]",5931
14424,14549,6932251107,46268854,2020-10-27 17:31:00,1900-01-01 17:37:00,0 days 00:06:00,4.8641694,52.3535503,4.8467386,52.3447058,True,3.0,1006.0,876.5365939740689,0.0,277.0,2.0,"[['WALK', 472, 597], ['BUS', 277, 1141], ['WALK', 255, 278]]",2051
14449,14574,46304906,1377984469,2020-10-27 17:36:00,1900-01-01 17:51:00,0 days 00:15:00,4.8650396,52.3531351,4.8999679,52.3727427,True,3.0,1767.0,921.8212706667446,0.0,1002.0,2.0,"[['WALK', 132, 152], ['TRAM', 1002, 3445], ['WALK', 631, 769]]",5285
14451,14576,1578160190,566457236,2020-10-27 17:52:00,1900-01-01 18:01:00,0 days 00:09:00,4.8057364,52.3577072,4.8579933,52.349756,True,3.0,1731.0,1476.111744348068,0.0,522.0,2.0,"[['WALK', 266, 325], ['TRAM', 522, 3329], ['WALK', 941, 1149]]",4613
14461,14586,46307138,7027339021,2020-10-27 17:52:00,1900-01-01 18:04:00,0 days 00:12:00,4.8558303,52.3536473,4.8752155,52.384266,True,3.0,1684.0,474.08614285368577,1.0,1274.0,26.0,"[['WALK', 230, 279], ['TRAM', 417, 1843], ['WALK', 123, 160], ['TRAM', 857, 3315], ['WALK', 31, 34]]",4708
14486,14611,46310809,46278428,2020-10-27 17:58:00,1900-01-01 18:43:00,0 days 00:45:00,4.865346,52.3545878,4.9585426,52.3465101,True,3.0,3128.0,1798.7595413399424,1.0,1654.0,34.0,"[['WALK', 226, 276], ['TRAM', 397, 1669], ['WALK', 358, 473], ['TRAM', 1257, 5418], ['WALK', 856, 1048]]",8343
14488,14613,566457236,46306158,2020-10-27 17:02:00,1900-01-01 17:06:00,0 days 00:04:00,4.8579933,52.349756,4.8517749,52.3534246,True,3.0,521.0,346.61918044557206,0.0,231.0,2.0,"[['WALK', 91, 93], ['BUS', 231, 819], ['WALK', 197, 253]]",1034
14499,14624,46289685,4098347662,2020-10-27 17:16:00,1900-01-01 17:33:00,0 days 00:17:00,4.8545574,52.3495772,4.9122643,52.4030596,True,3.0,2376.0,690.3715488650962,2.0,1390.0,429.0,"[['WALK', 241, 279], ['BUS', 398, 1983], ['WALK', 228, 300], ['SUBWAY', 710, 7595], ['WALK', 37, 45], ['BUS', 282, 1818], ['WALK', 51, 63]]",10464
14503,14628,46343839,275265354,2020-10-27 17:56:00,1900-01-01 18:01:00,0 days 00:05:00,4.8645482,52.3618872,4.8617983,52.355619,True,3.0,761.0,934.1000150293332,0.0,0.0,0.0,"[['WALK', 761, 933]]",2309
14522,14647,46386453,302332980,2020-10-27 17:55:00,1900-01-01 18:13:00,0 days 00:18:00,4.8765686,52.3716303,4.8535776,52.3478965,True,3.0,1610.0,852.9314586358571,0.0,900.0,2.0,"[['WALK', 383, 460], ['BUS', 900, 3725], ['WALK', 325, 392]]",4652
14526,14651,46298484,46489457,2020-10-27 17:57:00,1900-01-01 18:12:00,0 days 00:15:00,4.8642425,52.3516463,4.9104883,52.3949724,True,3.0,2687.0,802.8482706699715,1.0,1800.0,244.0,"[['WALK', 163, 196], ['TRAM', 1320, 4482], ['WALK', 238, 312], ['BUS', 480, 4844], ['WALK', 242, 292]]",8752
14532,14657,46246551,46305461,2020-10-27 17:51:00,1900-01-01 18:01:00,0 days 00:10:00,4.9481228,52.3386825,4.8635646,52.3533209,True,3.0,2778.0,906.8541503643188,1.0,1900.0,127.0,"[['WALK', 537, 633], ['TRAM', 1378, 6097], ['WALK', 193, 253], ['TRAM', 522, 2017], ['WALK', 21, 19]]",7133
14536,14661,46340744,46307223,2020-10-27 17:06:00,1900-01-01 18:01:00,0 days 00:55:00,4.9442038,52.3610853,4.8535129,52.3537031,True,3.0,2353.0,714.9660977382591,1.0,1660.0,114.0,"[['WALK', 121, 142], ['TRAM', 1232, 5261], ['WALK', 77, 98], ['TRAM', 428, 1713], ['WALK', 381, 473]]",7129
14538,14663,46295586,46382235,2020-10-27 17:26:00,1900-01-01 17:36:00,0 days 00:10:00,4.8651051,52.3509771,4.8314678,52.3705697,True,3.0,1923.0,1171.4672180326183,1.0,961.0,7.0,"[['WALK', 265, 318], ['TRAM', 622, 2807], ['WALK', 22, 26], ['BUS', 339, 1863], ['WALK', 668, 826]]",4927
14541,14666,6721680607,7223715072,2020-10-27 17:30:00,1900-01-01 17:45:00,0 days 00:15:00,4.9532654,52.4217992,4.8782717,52.3553508,True,3.0,1791.0,713.5598796959607,2.0,1052.0,172.0,"[['WALK', 110, 138], ['BUS', 240, 2900], ['WALK', 171, 223], ['SUBWAY', 590, 6376], ['WALK', 89, 114], ['TRAM', 222, 986], ['WALK', 197, 236]]",10663
14546,14671,4363722686,46247628,2020-10-27 17:54:00,1900-01-01 18:24:00,0 days 00:30:00,4.8560236,52.3495404,4.9525413,52.3401356,True,3.0,2692.0,819.8176917220086,1.0,1964.0,73.0,"[['WALK', 151, 167], ['BUS', 600, 2439], ['WALK', 356, 470], ['TRAM', 1364, 6009], ['WALK', 148, 182]]",7799
14547,14672,46247628,46283584,2020-10-27 17:47:00,1900-01-01 18:01:00,0 days 00:14:00,4.9525413,52.3401356,4.8590571,52.3481524,True,3.0,2708.0,863.4567218000349,1.0,1905.0,125.0,"[['WALK', 171, 219], ['TRAM', 1365, 6190], ['WALK', 289, 380], ['BUS', 540, 2481], ['WALK', 218, 263]]",7632
14555,14680,46298484,46482573,2020-10-27 17:07:00,1900-01-01 17:24:00,0 days 00:17:00,4.8642425,52.3516463,4.9262791,52.3928377,True,3.0,2670.0,1405.8350225431927,1.0,1159.0,368.0,"[['WALK', 163, 196], ['TRAM', 935, 3080], ['WALK', 235, 308], ['SUBWAY', 224, 2940], ['WALK', 745, 899]]",8772
14570,14695,46299303,46468708,2020-10-27 17:32:00,1900-01-01 18:13:00,0 days 00:41:00,4.864853,52.3518594,4.90772,52.38952,True,3.0,2572.0,1512.9381353236922,1.0,1115.0,232.0,"[['WALK', 171, 205], ['TRAM', 891, 3080], ['WALK', 235, 308], ['SUBWAY', 224, 2940], ['WALK', 819, 998]]",9103
14601,14726,46305202,4363722686,2020-10-27 17:27:00,1900-01-01 18:01:00,0 days 00:34:00,4.7771029,52.353139,4.8560236,52.3495404,True,3.0,1884.0,1224.6973533756711,0.0,894.0,2.0,"[['WALK', 43, 48], ['TRAM', 894, 5683], ['WALK', 945, 1176]]",6438
14659,14784,46298484,46477558,2020-10-27 17:46:00,1900-01-01 18:03:00,0 days 00:17:00,4.8642425,52.3516463,4.9331709,52.391641,True,3.0,2651.0,1717.2305187854563,1.0,1115.0,172.0,"[['WALK', 163, 196], ['TRAM', 891, 3080], ['WALK', 235, 308], ['SUBWAY', 224, 2940], ['WALK', 966, 1211]]",9569
14673,14798,7223657271,46512228,2020-10-27 17:39:00,1900-01-01 17:53:00,0 days 00:14:00,4.8638289,52.3515358,4.8939433,52.4025146,True,3.0,2920.0,776.1190526228329,1.0,1980.0,304.0,"[['WALK', 191, 227], ['TRAM', 1320, 4482], ['WALK', 238, 312], ['BUS', 660, 6591], ['WALK', 207, 235]]",10398
14682,14807,2292597539,4495350420,2020-10-27 17:08:00,1900-01-01 17:23:00,0 days 00:15:00,4.8566774,52.3449442,4.9339677,52.3987432,True,3.0,2459.0,1239.7137819399543,1.0,1304.0,132.0,"[['WALK', 132, 147], ['TRAM', 669, 2630], ['WALK', 96, 124], ['SUBWAY', 635, 6769], ['WALK', 795, 966]]",10301
